	logFC	metadata_r_id	ec_number
PSSA2_hs_neg	1.0135400336113818	PSSA2_hs	2.7.8.8
PSSA2_hs_pos	1.0058338524916328	PSSA2_hs	2.7.8.8
PSt3_neg	1.0218475004956646	PSt3	2.7.8.8
PSt3_pos	1.003531587726096	PSt3	2.7.8.8
PTDCACRNCPT1_pos	1.0063208285649774	PTDCACRNCPT1	2.3.1.21
PTRCOX1_pos	1.0249758167605214	PTRCOX1	1.4.3.6
PUNP1_neg	1.1584444218120182	PUNP1	3.4.2.1
PUNP1_pos	1.028807173758128	PUNP1	3.4.2.1
PUNP2_neg	1.0707613895734756	PUNP2	3.4.2.1
PUNP2_pos	1.1613888928655567	PUNP2	3.4.2.1
PUNP3_neg	1.0350497131731828	PUNP3	3.4.2.1
PUNP3_pos	1.0	PUNP3	3.4.2.1
PUNP4_neg	1.0200704812883004	PUNP4	3.4.2.1
PUNP4_pos	1.0029789083973828	PUNP4	3.4.2.1
PUNP5_neg	1.0183323293268767	PUNP5	3.4.2.1
PUNP5_pos	1.009404424640228	PUNP5	3.4.2.1
PUNP6_pos	1.1664102874871471	PUNP6	3.4.2.1
PUNP7_neg	1.0	PUNP7	3.4.2.1
PUNP7_pos	1.031079588089225	PUNP7	3.4.2.1
PYAM5POr_pos	1.0093746754341628	PYAM5POr	1.4.3.5
PYDXDH_pos	0.9995330236842259	PYDXDH	1.2.3.1
PYNP2r_neg	0.9942769364655052	PYNP2r	2.4.2.2
PYNP2r_pos	1.0815648332719097	PYNP2r	2.4.2.2
RAI1_neg	0.9941158662894417	RAI1	5.2.1.3
RAI1_pos	0.9941158662894417	RAI1	5.2.1.3
RAI2_neg	0.9941158662894417	RAI2	5.2.1.3
RAI2_pos	0.9941158662894417	RAI2	5.2.1.3
RDH1_neg	0.9868774168346184	RDH1	1.1.1.105
RDH1_pos	1.0	RDH1	1.1.1.105
RDH1a_pos	0.9868774168346184	RDH1a	1.1.1.105
RDH2_neg	0.9841457232600218	RDH2	1.1.1.105
RDH2_pos	1.0	RDH2	1.1.1.105
RDH2a_pos	0.9841457232600218	RDH2a	1.1.1.105
RDH3_neg	0.9841457232600218	RDH3	1.1.1.105
RDH3_pos	1.0	RDH3	1.1.1.105
RDH3a_pos	0.9841457232600218	RDH3a	1.1.1.105
RDH4_pos	1.0016920440089738	RDH4	1.1.1.105
RE0344C_neg	1.0014552149665639	RE0344C	3.1.2.2
RE0344C_pos	1.054884824508522	RE0344C	3.1.2.2
RE0383C_neg	0.8778647738289925	RE0383C	1.1.1.2
RE0383C_pos	0.9993013723013896	RE0383C	1.1.1.2
RE0452M_neg	0.9244814809558455	RE0452M	2.7.4.9
RE0452M_pos	1.010103154830929	RE0452M	2.7.4.9
RE0453C_neg	0.9987231448661156	RE0453C	2.7.4.6
RE0453C_pos	0.9987231448661156	RE0453C	2.7.4.6
RE0453M_neg	1.014920027343727	RE0453M	2.7.4.6
RE0453M_pos	1.0114915953736805	RE0453M	2.7.4.6
RE0453N_neg	0.9796254308216875	RE0453N	2.7.4.6
RE0453N_pos	0.9796254308216875	RE0453N	2.7.4.6
RE0456M_neg	1.0031805837021268	RE0456M	1.17.4.1
RE0512M_pos	1.003244735227006	RE0512M	1.1.1.35
RE0577C_neg	0.9950657900635107	RE0577C	3.1.2.2
RE0577C_pos	1.0305527761376476	RE0577C	3.1.2.2
RE0688E_pos	1.0059095733857975	RE0688E	1.4.3.6
RE0689E_pos	1.0030837071178362	RE0689E	1.4.3.6
RE0690E_pos	1.0043545194969234	RE0690E	1.4.3.6
RE0702E_neg	1.0	RE0702E	1.8.1.4
RE0702E_pos	1.0014892795173496	RE0702E	1.8.1.4
RE0827E_pos	0.9998679724851234	RE0827E	1.4.3.6
RE0828E_pos	1.0030837071178347	RE0828E	1.4.3.6
RE0830N_neg	1.0	RE0830N	4.2.1.96
RE0830N_pos	1.0	RE0830N	4.2.1.96
RE0908C_pos	0.9879958293555033	RE0908C	3.1.6.2
RE0915E_neg	1.000059399473572	RE0915E	3.2.1.1
RE0915E_pos	1.0000297810978827	RE0915E	3.2.1.1
RE0926E_neg	1.0000934506675396	RE0926E	3.2.1.1
RE0926E_pos	1.000037353148168	RE0926E	3.2.1.1
RE0935E_neg	1.000119809565438	RE0935E	3.2.1.1
RE0935E_pos	1.0	RE0935E	3.2.1.1
RE0944E_neg	1.0001417169820528	RE0944E	3.2.1.1
RE0944E_pos	1.0	RE0944E	3.2.1.1
RE0958E_neg	1.000059399473572	RE0958E	3.2.1.1
RE0958E_pos	1.0	RE0958E	3.2.1.1
RE1100C_pos	0.993064353554909	RE1100C	3.1.6.2
RE1135C_pos	0.9930643535549111	RE1135C	3.1.6.2
RE1254C_pos	0.9995929659404249	RE1254C	1.14.17.1
RE1342C_neg	1.0285466927706175	RE1342C	1.1.1.21
RE1342C_pos	1.0452993546352336	RE1342C	1.1.1.21
RE1441R_pos	1.0239116374060029	RE1441R	2.7.1.68
RE1447M_pos	0.9804384803517283	RE1447M	3.1.3.66
RE1447N_pos	1.004648095343116	RE1447N	3.1.3.66
RE1448N_neg	0.9866147063343903	RE1448N	3.1.3.67
RE1448N_pos	1.004648095343116	RE1448N	3.1.3.67
RE1448R_pos	1.0239116374060029	RE1448R	3.1.3.67
RE1516M_pos	1.003244735227006	RE1516M	1.3.99.13
RE1517M_pos	1.003244735227006	RE1517M	1.3.99.13
RE1518M_neg	0.9984710473446012	RE1518M	1.3.99.13
RE1518M_pos	1.0017029283323629	RE1518M	1.3.99.13
RE1519M_neg	0.998471047344603	RE1519M	1.3.99.13
RE1519M_pos	1.0017029283323629	RE1519M	1.3.99.13
RE1520M_pos	1.003244735227006	RE1520M	4.2.1.17
RE1521M_neg	1.0209223820987212	RE1521M	4.2.1.17
RE1521M_pos	1.003244735227006	RE1521M	4.2.1.17
RE1522M_pos	1.0032447352270057	RE1522M	4.2.1.17
RE1523M_pos	1.003244735227006	RE1523M	4.2.1.17
RE1525M_pos	1.0032447352270057	RE1525M	1.1.1.35
RE1526M_neg	1.0209223820987212	RE1526M	1.1.1.35
RE1526M_pos	1.0032447352270057	RE1526M	1.1.1.35
RE1527M_pos	1.003244735227006	RE1527M	1.1.1.35
RE1530C_neg	1.0005322110738628	RE1530C	2.7.1.21
RE1530C_pos	1.0114943518264519	RE1530C	2.7.1.21
RE1530M_neg	1.0053719500598568	RE1530M	2.7.1.21
RE1530M_pos	1.0123815153234232	RE1530M	2.7.1.21
RE1531M_pos	1.003244735227006	RE1531M	2.3.1.16
RE1532M_pos	1.0032447352270057	RE1532M	2.3.1.16
RE1533M_neg	1.020922382098725	RE1533M	2.3.1.16
RE1533M_pos	1.0032447352270057	RE1533M	2.3.1.16
RE1534M_pos	1.003244735227006	RE1534M	2.3.1.16
RE1573M_neg	1.0209223820987263	RE1573M	5.3.3.8
RE1573M_pos	1.003244735227006	RE1573M	5.3.3.8
RE1691M_pos	1.002448066757457	RE1691M	2.8.1.1
RE1709N_neg	1.0	RE1709N	4.2.1.96
RE1709N_pos	1.0	RE1709N	4.2.1.96
RE1796M_pos	1.0265869950455802	RE1796M	5.3.3.1
RE1796R_neg	1.0	RE1796R	5.3.3.1
RE1796R_pos	1.0202628183000575	RE1796R	5.3.3.1
RE1810M_neg	1.0249868433432123	RE1810M	1.1.1.50
RE1810M_pos	0.9544467932806875	RE1810M	1.1.1.50
RE1834C_pos	1.0318316855996963	RE1834C	3.1.2.2
RE1835C_pos	1.0305213564074531	RE1835C	3.1.2.2
RE1836X_pos	1.0052402413864099	RE1836X	2.3.1.154
RE1845C_neg	1.0216038657554107	RE1845C	2.3.1.65
RE1845C_pos	1.01998326991628	RE1845C	2.3.1.65
RE1845X_neg	1.01998326991628	RE1845X	2.3.1.65
RE1845X_pos	1.0216038657554107	RE1845X	2.3.1.65
RE1860E_pos	1.0	RE1860E	3.1.4.37
RE1897C_neg	0.9954564835299111	RE1897C	2.5.1.46
RE1897C_pos	1.0125438650544103	RE1897C	2.5.1.46
RE1898C_neg	0.9954564835299111	RE1898C	2.5.1.46
RE1898C_pos	1.0125438650544119	RE1898C	2.5.1.46
RE1957R_pos	1.0239116374060029	RE1957R	2.7.1.68
RE2147C_pos	1.0035956845501737	RE2147C	2.4.1.17
RE2269E_pos	0.9988188341498987	RE2269E	3.4.21.39
RE2304E_pos	1.0000100956832585	RE2304E	3.4.21.59
RE2349C_pos	1.0002562275118319	RE2349C	2.6.1.7
RE2404C_pos	0.9079691064132637	RE2404C	2.4.1.17
RE2405C_pos	0.9079691064132672	RE2405C	2.4.1.17
RE2514E_neg	1.0	RE2514E	1.11.1.7
RE2541C_pos	0.9079691064132643	RE2541C	3.2.1.31
RE2541E_pos	1.0	RE2541E	3.2.1.31
RE2649C_neg	0.9984139709039829	RE2649C	3.1.2.2
RE2649C_pos	1.0196660391874217	RE2649C	3.1.2.2
RE2649M_pos	0.9720833124589279	RE2649M	3.1.2.2
RE2660N_neg	1.0	RE2660N	4.2.1.96
RE2660N_pos	1.0	RE2660N	4.2.1.96
RE2677C_pos	1.0249955977070382	RE2677C	2.4.1.47
RE2677G_pos	1.0230017995829983	RE2677G	2.4.1.47
RE2759X_neg	1.134760786451536	RE2759X	5.1.99.4
RE2759X_pos	1.134760786451536	RE2759X	5.1.99.4
RE2799C_neg	1.0032014451387434	RE2799C	1.1.1.188
RE2799C_pos	1.001479002257625	RE2799C	1.1.1.188
RE2888E_pos	1.0351936883740338	RE2888E	1.11.1.7
RE2954C_neg	0.9893671307446882	RE2954C	2.7.1.40
RE2954C_pos	1.0346353974516576	RE2954C	2.7.1.40
RE2972M_pos	0.9804384803517283	RE2972M	2.7.1.67
RE2973C_neg	1.0633371232616642	RE2973C	2.7.1.137
RE2973C_pos	1.0071720656794403	RE2973C	2.7.1.137
RE2973N_neg	1.0324288658959284	RE2973N	2.7.1.137
RE2973N_pos	0.9866147063343903	RE2973N	2.7.1.137
RE2973R_neg	0.9998240306283769	RE2973R	2.7.1.137
RE2974C_neg	1.0071720656794403	RE2974C	2.7.1.68
RE2974C_pos	1.0633371232616642	RE2974C	2.7.1.68
RE2974N_neg	0.9866147063343903	RE2974N	2.7.1.68
RE2974N_pos	1.0324288658959284	RE2974N	2.7.1.68
RE2974R_pos	0.9998240306283769	RE2974R	2.7.1.68
RE2985X_pos	0.9908624738422875	RE2985X	1.3.3.6
RE2986X_pos	0.9908624738422875	RE2986X	4.2.1.17
RE2987X_pos	0.9908624738422875	RE2987X	1.1.1.35
RE2988X_pos	0.9908624738422875	RE2988X	2.3.1.16
RE2996X_pos	0.9908624738422875	RE2996X	1.3.1.34
RE2998M_pos	0.998471047344603	RE2998M	1.3.3.6
RE2999M_pos	1.0209223820987263	RE2999M	5.3.3.8
RE3001M_pos	1.0209223820987263	RE3001M	1.3.1.34
RE3002X_neg	0.9908624738422875	RE3002X	5.3.3.8
RE3003M_neg	1.020922382098723	RE3003M	5.3.3.8
RE3004M_pos	1.0209223820987248	RE3004M	4.2.1.17
RE3005M_pos	1.0209223820987232	RE3005M	1.1.1.35
RE3006M_pos	1.0209223820987232	RE3006M	2.3.1.16
RE3011R_neg	1.016619011952377	RE3011R	1.1.1.1
RE3012R_neg	1.0166079108713841	RE3012R	1.2.1.3
RE3014R_pos	1.0166190119523755	RE3014R	1.14.13.30
RE3015R_pos	1.0166079108713855	RE3015R	1.14.13.30
RE3074X_neg	1.134760786451536	RE3074X	6.2.1.3
RE3074X_pos	1.134760786451536	RE3074X	6.2.1.3
RE3218C_neg	0.9880148792063203	RE3218C	3.1.6.2
RE3218C_pos	1.0256663117025226	RE3218C	3.1.6.2
RE3268R_pos	1.0239116374060029	RE3268R	3.1.3.67
RE3269C_pos	1.0270510184302033	RE3269C	3.1.3.66
RE3273C_neg	0.9888831655723924	RE3273C	3.1.4.4
RE3273C_pos	1.0004964067292934	RE3273C	3.1.4.4
RE3301C_neg	1.0	RE3301C	3.1.4.4
RE3301C_pos	0.998562648933632	RE3301C	3.1.4.4
RE3346C_neg	1.0048304351916364	RE3346C	1.2.1.3
RE3346C_pos	0.9991029028094145	RE3346C	1.2.1.3
RE3346M_pos	0.8539533523295579	RE3346M	1.2.1.3
RE3347C_neg	1.1132342494989842	RE3347C	1.5.1.29
RE3347C_pos	0.9995739893815183	RE3347C	1.5.1.29
RE3367E_pos	1.0043545194969234	RE3367E	1.4.3.6
RE3381C_pos	0.907969106413264	RE3381C	3.2.1.31
RE3381E_pos	1.0	RE3381E	3.2.1.31
RE3520E_neg	1.0	RE3520E	1.11.1.9
RE3520E_pos	1.0	RE3520E	1.11.1.9
RE3565C_neg	1.0	RE3565C	5.3.3.9
RE3565C_pos	1.0	RE3565C	5.3.3.9
RE3567C_neg	1.0	RE3567C	5.3.3.9
RE3567C_pos	1.0	RE3567C	5.3.3.9
RE3624M_pos	1.020922382098723	RE3624M	1.3.3.6
RE3626M_pos	0.9984710473446012	RE3626M	1.3.3.6
RE3627M_pos	1.0032447352270057	RE3627M	1.1.1.35
RE3628M_neg	1.0032447352270057	RE3628M	5.3.3.8
RETFA_pos	1.0303967872392017	RETFA	2.3.1.76
RETI1_neg	0.9941158662894417	RETI1	5.2.1.7
RETI1_pos	0.9941158662894417	RETI1	5.2.1.7
RETI2_neg	0.9941158662894417	RETI2	5.2.1.7
RETI2_pos	0.9941158662894417	RETI2	5.2.1.7
RETI3_pos	1.0016920440089738	RETI3	5.2.1.7
RNDR1_pos	1.0791179815100242	RNDR1	1.7.14.1
RNDR2_pos	1.0849870023173973	RNDR2	1.7.14.1
RNDR3_pos	1.0849870023173973	RNDR3	1.7.14.1
RNDR4_pos	1.0849870023173973	RNDR4	1.7.14.1
RNMK_pos	1.0428246674535167	RNMK	2.7.1.22
RPE_neg	1.0	RPE	5.1.3.1
RPE_pos	1.0	RPE	5.1.3.1
RPEc_neg	1.0168507927759054	RPEc	5.1.3.1
RPEc_pos	0.9548003098237037	RPEc	5.1.3.1
RPI_neg	1.0	RPI	5.3.1.6
RPI_pos	1.0	RPI	5.3.1.6
S23T2g_pos	0.9889933860510653	S23T2g	2.4.99.4
S23T3g_pos	0.9488209665104896	S23T3g	2.4.99.6
S23T4g_pos	0.9941023182490307	S23T4g	2.4.99.4
S23Tg_pos	1.006505221870117	S23Tg	2.4.99.4
S26Tg_pos	0.9843282481457646	S26Tg	2.4.99.1
S2TASE1ly_pos	1.0089587107803852	S2TASE1ly	3.1.6.13
S2TASE2ly_pos	1.0089587107803852	S2TASE2ly	3.1.6.13
S2TASE3ly_pos	1.0026823154901876	S2TASE3ly	3.1.6.13
S2TASE4ly_pos	1.0042105239526435	S2TASE4ly	3.1.6.18
S2TASE5ly_pos	1.0042105239526435	S2TASE5ly	3.1.6.18
S3TASE1ly_pos	1.0089587107803852	S3TASE1ly	3.1.6.15
S3TASE2ly_pos	1.0089587107803852	S3TASE2ly	3.1.6.15
S3TASE3ly_pos	1.0089587107803852	S3TASE3ly	3.1.6.15
S4TASE1ly_pos	1.00355512641542	S4TASE1ly	3.1.6.12
S4TASE2ly_pos	1.0061385261785198	S4TASE2ly	3.1.6.12
S4TASE3ly_pos	1.0032010343326188	S4TASE3ly	3.1.6.12
S4TASE4ly_pos	1.004844279089605	S4TASE4ly	3.1.6.12
S4TASE5ly_pos	1.0048442790896048	S4TASE5ly	3.1.6.12
S6TASE10ly_pos	0.9806187871480405	S6TASE10ly	3.1.6.4
S6TASE11ly_pos	0.9814698756991794	S6TASE11ly	3.1.6.14
S6TASE12ly_pos	0.9814698756991792	S6TASE12ly	3.1.6.14
S6TASE13ly_pos	0.9814698756991895	S6TASE13ly	3.1.6.14
S6TASE14ly_pos	0.9814698756991896	S6TASE14ly	3.1.6.14
S6TASE15ly_pos	0.9814698756991861	S6TASE15ly	3.1.6.14
S6TASE16ly_pos	0.9814698756991826	S6TASE16ly	3.1.6.14
S6TASE17ly_pos	0.9814698756991826	S6TASE17ly	3.1.6.14
S6TASE18ly_pos	0.9814698756991864	S6TASE18ly	3.1.6.14
S6TASE19ly_pos	0.9814698756991791	S6TASE19ly	3.1.6.14
S6TASE1ly_pos	1.0089587107803852	S6TASE1ly	3.1.6.14
S6TASE20ly_pos	0.9814698756991899	S6TASE20ly	3.1.6.14
S6TASE21ly_pos	0.9814698756991824	S6TASE21ly	3.1.6.14
S6TASE22ly_pos	0.9891647792071447	S6TASE22ly	3.1.6.4
S6TASE23ly_pos	0.9921322898794339	S6TASE23ly	3.1.6.14
S6TASE24ly_pos	0.992371326250424	S6TASE24ly	3.1.6.14
S6TASE25ly_pos	0.9937940323231916	S6TASE25ly	3.1.6.4
S6TASE26ly_pos	0.993789428745244	S6TASE26ly	3.1.6.14
S6TASE2ly_pos	1.0089587107803852	S6TASE2ly	3.1.6.14
S6TASE3ly_pos	1.0089587107803852	S6TASE3ly	3.1.6.14
S6TASE4ly_pos	1.0039347995602521	S6TASE4ly	3.1.6.4
S6TASE5ly_pos	1.0039347995602523	S6TASE5ly	3.1.6.4
S6TASE6ly_pos	1.0041905502316466	S6TASE6ly	3.1.6.4
S6TASE7ly_pos	1.0041905502316468	S6TASE7ly	3.1.6.4
S6TASE8ly_pos	1.004844279089605	S6TASE8ly	3.1.6.4
S6TASE9ly_pos	1.0048442790896048	S6TASE9ly	3.1.6.4
SACCD3m_pos	0.9995853826619967	SACCD3m	1.5.1.8
SACCD4m_pos	0.9990068572752584	SACCD4m	1.5.1.10
SADT_pos	0.9962316702589796	SADT	2.7.7.4
SALMCOM2_pos	1.0048442776348012	SALMCOM2	2.1.1.6
SAMHISTA_pos	1.0016213055563896	SAMHISTA	2.1.1.8
SARDHm_pos	0.9914518080975537	SARDHm	1.5.99.2
SBTD_D2_pos	1.0293581729338466	SBTD_D2	1.1.1.14
SBTR_pos	1.0452993546352336	SBTR	1.1.1.21
SERPT_pos	1.022980950549212	SERPT	2.3.1.50
SFGTH_pos	0.9910176292232609	SFGTH	3.1.2.12
SGPL12r_pos	1.024851973280047	SGPL12r	4.1.2.27
SIAASE2ly_pos	0.9806187871480373	SIAASE2ly	3.2.1.18
SIAASE3ly_pos	0.9891647792071446	SIAASE3ly	3.2.1.18
SIAASE4ly_pos	0.9937940323231916	SIAASE4ly	3.2.1.18
SIAASEly_pos	0.9849982658774393	SIAASEly	3.2.1.18
SIAT4Bg_pos	1.0111623859670409	SIAT4Bg	2.4.99.4
SIAT9g_pos	1.0023483581619048	SIAT9g	2.4.99.9
SLDx_neg	1.0157148678572094	SLDx	1.1.1.272
SPMDOX_pos	0.9954564835299111	SPMDOX	1.5.99.6
SPMS_pos	1.0027889905436622	SPMS	2.5.1.16
SPODM_pos	1.0078351430317412	SPODM	1.15.1.1
SPODMe_pos	1.0078763835247755	SPODMe	1.15.1.1
SPODMm_pos	1.0080459722063944	SPODMm	1.15.1.1
SPODMn_pos	1.0081045948676146	SPODMn	1.15.1.1
SPODMx_pos	1.007844846553573	SPODMx	1.15.1.1
SPRMS_pos	1.0071121177567746	SPRMS	2.5.1.22
SPTix_pos	1.0283717790572142	SPTix	2.6.1.44
SQLEr_pos	1.0340959275977488	SQLEr	1.14.99.7
SQLSr_pos	0.9685671358629149	SQLSr	2.5.1.21
SR5AR2r_pos	1.0266345393447647	SR5AR2r	1.3.99.5
SR5ARr_pos	1.0257410193081202	SR5ARr	1.3.99.5
ST3GAL23g_pos	1.0143193774478474	ST3GAL23g	2.4.99.4
ST3GAL31g_pos	1.0074621793484326	ST3GAL31g	2.4.99.6
ST6GALNAC21_pos	1.01116238596704	ST6GALNAC21	2.4.99.7
ST6GALNAC22_pos	1.01116238596704	ST6GALNAC22	2.4.99.7
ST6GALNAC23_pos	1.0110993865771494	ST6GALNAC23	2.4.99.7
ST6GALNAC24_pos	1.0110993865771494	ST6GALNAC24	2.4.99.7
ST6GALNAC25_pos	1.0127979678988137	ST6GALNAC25	2.4.99.7
ST6GALNAC26_pos	1.0127979678988137	ST6GALNAC26	2.4.99.7
ST6GALNAC27_pos	1.017380469491644	ST6GALNAC27	2.4.99.7
ST6GALNAC28_pos	1.017380469491644	ST6GALNAC28	2.4.99.7
ST8SIA11_pos	1.01116238596704	ST8SIA11	2.4.99.8
ST8SIA12_pos	1.0023483581619048	ST8SIA12	2.4.99.8
ST8SIA51g_pos	1.006797447844088	ST8SIA51g	2.4.99.8
ST8SIA52g_pos	1.0143193774478474	ST8SIA52g	2.4.99.8
ST8SIA53g_pos	1.0109729052529441	ST8SIA53g	2.4.99.8
ST8SIA54g_pos	1.009122360497848	ST8SIA54g	2.4.99.8
ST8SIA55g_pos	1.017380469491644	ST8SIA55g	2.4.99.8
ST8SIA56g_pos	1.0120230056456656	ST8SIA56g	2.4.99.8
STRDNCCPT1_pos	1.001911073296523	STRDNCCPT1	2.3.1.21
STS1_pos	0.9878737549393661	STS1	3.1.6.2
STS2_pos	0.9879632895509891	STS2	3.1.6.2
SUCD1m_neg	0.9362327959175956	SUCD1m	1.3.99.1
SUCD1m_pos	1.0588395014215959	SUCD1m	1.3.99.1
SUCOAS1m_neg	0.7961375254876276	SUCOAS1m	6.2.1.4
SUCOAS1m_pos	0.7961375254876276	SUCOAS1m	6.2.1.4
SUCOASm_neg	0.7961375254876276	SUCOASm	6.2.1.5
SUCOASm_pos	0.7961375254876276	SUCOASm	6.2.1.5
SUCRe_pos	1.0	SUCRe	3.2.1.26
TALA_neg	1.042532689159963	TALA	2.2.1.2
TALA_pos	1.1736424245936021	TALA	2.2.1.2
TDP_pos	1.0241564314224174	TDP	3.6.1.15
TDPm_pos	1.0374223216234417	TDPm	3.6.1.15
THBPT4ACAMDASE_pos	1.0	THBPT4ACAMDASE	4.2.1.96
THD1m_pos	0.9871380366187023	THD1m	1.6.1.2
THMTP_pos	1.0114310580668662	THMTP	3.6.1.28
THRD_L_pos	0.9999588693188265	THRD_L	4.3.1.19
THYPX_pos	1.0000166279125862	THYPX	1.11.1.7
TKT1_neg	1.0720600256907113	TKT1	2.2.1.1
TKT1_pos	0.9408787022514182	TKT1	2.2.1.1
TKT2_neg	1.0720600256907054	TKT2	2.2.1.1
TKT2_pos	0.9408787022514128	TKT2	2.2.1.1
TMDK1m_pos	0.9777080524464057	TMDK1m	2.7.1.21
TMDPPK_pos	1.0114310580668662	TMDPPK	2.7.6.2
TMDPP_neg	1.005949666169593	TMDPP	2.4.2.4
TMDPP_pos	1.0682192864464277	TMDPP	2.4.2.4
TMDS_pos	1.0682729831752809	TMDS	2.1.1.45
TMNDNCCPT1_pos	0.9992876364382824	TMNDNCCPT1	2.3.1.21
TPI_neg	0.9707416914598912	TPI	5.3.1.1
TPI_pos	0.9830944802564556	TPI	5.3.1.1
TRDR2_pos	1.0439736451410455	TRDR2	1.8.1.9
TRDR3_pos	1.012540554716375	TRDR3	1.8.1.9
TRDR_pos	0.9769026680191464	TRDR	1.8.1.9
TRDRm_pos	1.0029306593553766	TRDRm	1.8.1.9
TREHe_pos	1.0	TREHe	3.2.1.28
TRIODTHYSULT_pos	0.9991197764015566	TRIODTHYSULT	2.8.2.1
TRIOK_pos	0.9980716889995432	TRIOK	2.7.1.28
TRPHYDRO2_pos	1.0	TRPHYDRO2	1.14.16.4
TRPO2_pos	0.9989542727583163	TRPO2	1.13.11.11
TSTSTERONESULT_pos	1.0260921401412608	TSTSTERONESULT	2.8.2.2
TSTSTERONEt_neg	1.026113131295134	TSTSTERONEt	2.8.2.2
TSTSTERONEt_pos	1.0002399223405574	TSTSTERONEt	2.8.2.2
TTDCPT1_pos	1.0323740747795682	TTDCPT1	2.3.1.21
TXASr_pos	1.004775122208434	TXASr	5.3.99.5
TYMSULT_pos	0.9984829065579375	TYMSULT	2.8.2.1
TYR3MO2_pos	0.9992236813501842	TYR3MO2	1.14.16.2
TYRCBOX_pos	0.999621246191148	TYRCBOX	4.1.1.28
TYRDOPO3_pos	1.001482623957707	TYRDOPO3	1.14.18.1
TYRDOPO_pos	0.9984543993445859	TYRDOPO	1.14.18.1
TYROXDAc_pos	1.0005527575387947	TYROXDAc	1.4.3.6
TYRTA_neg	1.0019591278914175	TYRTA	2.6.1.5
TYRTA_pos	1.0035997868163276	TYRTA	2.6.1.5
TYRTAm_pos	1.0148902404557987	TYRTAm	2.6.1.5
UAG2EMAi_pos	0.9933459496121676	UAG2EMAi	5.1.3.14
UAG4E_neg	1.0091627238944343	UAG4E	5.1.3.7
UAG4E_pos	1.002924418929755	UAG4E	5.1.3.7
UAGDP_pos	0.9937345407328397	UAGDP	2.7.7.23
UDPDOLPT_L_pos	0.9988637299364524	UDPDOLPT_L	2.4.1.117
UDPDOLPT_U_pos	0.9988637299364524	UDPDOLPT_U	2.4.1.117
UDPG4E_neg	1.0148518867592298	UDPG4E	5.1.3.2
UDPG4E_pos	1.0072417268334526	UDPG4E	5.1.3.2
UDPGD_pos	0.8984023677928084	UDPGD	1.1.1.22
UDPGP_pos	0.9485083237582272	UDPGP	3.6.1.9
UGALGTg_pos	1.084287245819916	UGALGTg	2.4.1.22
UGCG_pos	0.951522280504837	UGCG	2.4.1.80
UGLT_neg	1.0	UGLT	2.7.7.12
UGLT_pos	1.0	UGLT	2.7.7.12
UGT1A10r_neg	1.000942058959674	UGT1A10r	2.4.1.17
UGT1A10r_pos	1.0004838160665872	UGT1A10r	2.4.1.17
UGT1A1r_pos	1.016550165408798	UGT1A1r	2.4.1.17
UGT1A2r_pos	1.005198086968289	UGT1A2r	2.4.1.17
UGT1A3r_pos	1.0234626551168782	UGT1A3r	2.4.1.17
UGT1A4r_pos	1.0218829142167374	UGT1A4r	2.4.1.17
UGT1A5r2_pos	1.0034254296049812	UGT1A5r2	2.4.1.17
UGT1A5r_pos	1.0035118829406895	UGT1A5r	2.4.1.17
UGT1A6r_pos	1.0187246911893655	UGT1A6r	2.4.1.17
UGT1A9r_pos	1.0266436296752623	UGT1A9r	2.4.1.17
UMPK2_neg	0.965098512231126	UMPK2	2.7.4.14
UMPK2_pos	0.965098512231126	UMPK2	2.7.4.14
UMPK2n_neg	0.9658760921151525	UMPK2n	2.7.4.14
UMPK2n_pos	0.9658760921151525	UMPK2n	2.7.4.14
UMPK3_neg	0.965098512231126	UMPK3	2.7.4.14
UMPK3_pos	0.965098512231126	UMPK3	2.7.4.14
UMPK3n_neg	0.9658760921151525	UMPK3n	2.7.4.14
UMPK3n_pos	0.9658760921151525	UMPK3n	2.7.4.14
UMPK4_neg	0.965098512231126	UMPK4	2.7.4.14
UMPK4_pos	0.965098512231126	UMPK4	2.7.4.14
UMPK4n_neg	0.9658760921151525	UMPK4n	2.7.4.14
UMPK4n_pos	0.9658760921151525	UMPK4n	2.7.4.14
UMPK5_neg	0.965098512231126	UMPK5	2.7.4.14
UMPK5_pos	0.965098512231126	UMPK5	2.7.4.14
UMPK5n_neg	0.9658760921151525	UMPK5n	2.7.4.14
UMPK5n_pos	0.9658760921151525	UMPK5n	2.7.4.14
UMPK6_neg	0.965098512231126	UMPK6	2.7.4.14
UMPK6_pos	0.965098512231126	UMPK6	2.7.4.14
UMPK6n_neg	0.9658760921151525	UMPK6n	2.7.4.14
UMPK6n_pos	0.9658760921151525	UMPK6n	2.7.4.14
UMPK7_neg	0.965098512231126	UMPK7	2.7.4.14
UMPK7_pos	0.9650985122311257	UMPK7	2.7.4.14
UMPK7n_neg	0.9658760921151525	UMPK7n	2.7.4.14
UMPK7n_pos	0.9658760921151525	UMPK7n	2.7.4.14
UMPKn_neg	0.9658760921151525	UMPKn	2.7.4.14
UMPKn_pos	0.9658760921151525	UMPKn	2.7.4.14
UMPtr_neg	1.0	UMPtr	2.7.4.14
UMPtr_pos	1.0	UMPtr	2.7.4.14
UPP3S_pos	0.9954490744809219	UPP3S	4.2.1.75
UPPDC1_pos	0.9954490744809219	UPPDC1	4.1.1.37
